Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           cv::Mat_<unsigned char>::~Mat_() [138]
-----------------------------------------------
                3.49    0.82  263165/263165      process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
[3]     75.3    3.49    0.82  263165         mvl(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char) [3]
                0.38    0.00 240145940/240145940     std::exp(float) [5]
                0.36    0.00 241080360/245291000     std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::operator[](unsigned long) const [6]
                0.03    0.02  263165/263165      mean(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&) [31]
                0.00    0.02  263165/263165      variance(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, float) [37]
                0.01    0.00 1168025/20630432     std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::size() const [10]
                0.00    0.00  233605/233605      std::sqrt(float) [113]
-----------------------------------------------
                0.17    1.09  263165/263165      process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
[4]     22.1    0.17    1.09  263165         nearestNeighbors(cv::Point_<int>, cv::Mat, cv::Mat_<unsigned char>&, std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >&) [4]
                0.30    0.06 14754877/14754877     boundarypt(cv::Point_<int>, int, int) [7]
                0.01    0.31 1052660/1052660     std::vector<float, std::allocator<float> >::push_back(float const&) [8]
                0.16    0.00 16830757/20630432     std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::size() const [10]
                0.08    0.00 16860197/18963489     cv::Point_<int>::Point_(cv::Point_<int> const&) [18]
                0.08    0.00 11802624/11802624     cv::Mat_<unsigned char>::operator()(int, int) [19]
                0.05    0.00 14754877/15281213     cv::Point_<int>::operator=(cv::Point_<int> const&) [30]
                0.03    0.00 1052660/1052660     dist(cv::Point_<int>, cv::Point_<int>) [34]
                0.01    0.00  263165/263165      cv::Point_<int>::Point_() [46]
                0.00    0.00 2105320/2105320     std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::operator[](unsigned long) [72]
                0.00    0.00 1052660/1052660     unsigned char& cv::Mat::at<unsigned char>(int, int) [76]
                0.00    0.00 1052660/1052660     std::vector<float, std::allocator<float> >::operator[](unsigned long) [79]
                0.00    0.00  263165/263165      std::vector<float, std::allocator<float> >::vector() [111]
                0.00    0.00  263165/263165      std::vector<float, std::allocator<float> >::~vector() [112]
-----------------------------------------------
                0.38    0.00 240145940/240145940     mvl(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char) [3]
[5]      6.6    0.38    0.00 240145940         std::exp(float) [5]
-----------------------------------------------
                0.00    0.00 2105320/245291000     mean(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&) [31]
                0.00    0.00 2105320/245291000     variance(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, float) [37]
                0.36    0.00 241080360/245291000     mvl(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char) [3]
[6]      6.5    0.37    0.00 245291000         std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::operator[](unsigned long) const [6]
-----------------------------------------------
                0.30    0.06 14754877/14754877     nearestNeighbors(cv::Point_<int>, cv::Mat, cv::Mat_<unsigned char>&, std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >&) [4]
[7]      6.3    0.30    0.06 14754877         boundarypt(cv::Point_<int>, int, int) [7]
                0.06    0.00 14754877/15018046     cv::Point_<int>::Point_(int, int) [24]
-----------------------------------------------
                0.01    0.31 1052660/1052660     nearestNeighbors(cv::Point_<int>, cv::Mat, cv::Mat_<unsigned char>&, std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >&) [4]
[8]      5.6    0.01    0.31 1052660         std::vector<float, std::allocator<float> >::push_back(float const&) [8]
                0.03    0.27  789495/789495      std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [9]
                0.00    0.01  263165/1052660     __gnu_cxx::new_allocator<float>::construct(float*, float const&) [22]
                0.00    0.00  789495/789495      std::vector<float, std::allocator<float> >::end() [86]
-----------------------------------------------
                0.03    0.27  789495/789495      std::vector<float, std::allocator<float> >::push_back(float const&) [8]
[9]      5.2    0.03    0.27  789495         std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [9]
                0.02    0.15 1578990/1578990     float* std::__uninitialized_move_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [11]
                0.01    0.04  789495/1052660     __gnu_cxx::new_allocator<float>::construct(float*, float const&) [22]
                0.02    0.02  789495/789495      std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [33]
                0.00    0.01  789495/789495      std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [42]
                0.00    0.00 2368485/2631650     std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [70]
                0.00    0.00 1578990/3157980     __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [69]
                0.00    0.00  789495/789495      std::vector<float, std::allocator<float> >::begin() [87]
                0.00    0.00  789495/789495      __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [85]
                0.00    0.00  789495/1052660     void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [82]
                0.00    0.00  789495/1052660     std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [78]
-----------------------------------------------
                0.01    0.00 1168025/20630432     mvl(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char) [3]
                0.01    0.00 1315825/20630432     mean(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&) [31]
                0.01    0.00 1315825/20630432     variance(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, float) [37]
                0.16    0.00 16830757/20630432     nearestNeighbors(cv::Point_<int>, cv::Mat, cv::Mat_<unsigned char>&, std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >&) [4]
[10]     3.5    0.20    0.00 20630432         std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::size() const [10]
-----------------------------------------------
                0.02    0.15 1578990/1578990     std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [9]
[11]     3.0    0.02    0.15 1578990         float* std::__uninitialized_move_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [11]
                0.01    0.14 1578990/1578990     float* std::__uninitialized_copy_a<float*, float*, float>(float*, float*, float*, std::allocator<float>&) [12]
-----------------------------------------------
                0.01    0.14 1578990/1578990     float* std::__uninitialized_move_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [11]
[12]     2.6    0.01    0.14 1578990         float* std::__uninitialized_copy_a<float*, float*, float>(float*, float*, float*, std::allocator<float>&) [12]
                0.02    0.12 1578990/1578990     float* std::uninitialized_copy<float*, float*>(float*, float*, float*) [13]
-----------------------------------------------
                0.02    0.12 1578990/1578990     float* std::__uninitialized_copy_a<float*, float*, float>(float*, float*, float*, std::allocator<float>&) [12]
[13]     2.4    0.02    0.12 1578990         float* std::uninitialized_copy<float*, float*>(float*, float*, float*) [13]
                0.00    0.12 1578990/1578990     float* std::__uninitialized_copy<true>::uninitialized_copy<float*, float*>(float*, float*, float*) [14]
-----------------------------------------------
                0.00    0.12 1578990/1578990     float* std::uninitialized_copy<float*, float*>(float*, float*, float*) [13]
[14]     2.1    0.00    0.12 1578990         float* std::__uninitialized_copy<true>::uninitialized_copy<float*, float*>(float*, float*, float*) [14]
                0.02    0.10 1578990/1578990     float* std::copy<float*, float*>(float*, float*, float*) [15]
-----------------------------------------------
                0.02    0.10 1578990/1578990     float* std::__uninitialized_copy<true>::uninitialized_copy<float*, float*>(float*, float*, float*) [14]
[15]     2.1    0.02    0.10 1578990         float* std::copy<float*, float*>(float*, float*, float*) [15]
                0.01    0.09 1578990/1578990     float* std::__copy_move_a2<false, float*, float*>(float*, float*, float*) [17]
                0.00    0.00 3157980/3157980     std::_Miter_base<float*>::iterator_type std::__miter_base<float*>(float*) [55]
-----------------------------------------------
                0.00    0.00       4/1840120     void std::_Construct<std::pair<unsigned char, float>, std::pair<unsigned char, float> >(std::pair<unsigned char, float>*, std::pair<unsigned char, float> const&) [59]
                0.01    0.00  263169/1840120     __gnu_cxx::new_allocator<cv::Point_<int> >::construct(cv::Point_<int>*, cv::Point_<int> const&) [38]
                0.03    0.00  524287/1840120     void std::_Construct<cv::Point_<int>, cv::Point_<int> >(cv::Point_<int>*, cv::Point_<int> const&) [32]
                0.06    0.00 1052660/1840120     __gnu_cxx::new_allocator<float>::construct(float*, float const&) [22]
[16]     1.7    0.10    0.00 1840120         operator new(unsigned long, void*) [16]
-----------------------------------------------
                0.01    0.09 1578990/1578990     float* std::copy<float*, float*>(float*, float*, float*) [15]
[17]     1.7    0.01    0.09 1578990         float* std::__copy_move_a2<false, float*, float*>(float*, float*, float*) [17]
                0.01    0.06 1578990/1578990     float* std::__copy_move_a<false, float*, float*>(float*, float*, float*) [21]
                0.01    0.01 4736970/4736970     std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*) [36]
-----------------------------------------------
                0.00    0.00  263168/18963489     void std::swap<cv::Point_<int> >(cv::Point_<int>&, cv::Point_<int>&) [57]
                0.00    0.00  263169/18963489     __gnu_cxx::new_allocator<cv::Point_<int> >::construct(cv::Point_<int>*, cv::Point_<int> const&) [38]
                0.00    0.00  524287/18963489     void std::_Construct<cv::Point_<int>, cv::Point_<int> >(cv::Point_<int>*, cv::Point_<int> const&) [32]
                0.00    0.00 1052668/18963489     process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
                0.08    0.00 16860197/18963489     nearestNeighbors(cv::Point_<int>, cv::Mat, cv::Mat_<unsigned char>&, std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >&) [4]
[18]     1.6    0.09    0.00 18963489         cv::Point_<int>::Point_(cv::Point_<int> const&) [18]
-----------------------------------------------
                0.08    0.00 11802624/11802624     nearestNeighbors(cv::Point_<int>, cv::Mat, cv::Mat_<unsigned char>&, std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >&) [4]
[19]     1.4    0.08    0.00 11802624         cv::Mat_<unsigned char>::operator()(int, int) [19]
-----------------------------------------------
                0.01    0.07  263169/263169      process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
[20]     1.3    0.01    0.07  263169         std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::push_back(cv::Point_<int> const&) [20]
                0.00    0.05      20/20          std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int> const&) [25]
                0.00    0.02  263149/263169      __gnu_cxx::new_allocator<cv::Point_<int> >::construct(cv::Point_<int>*, cv::Point_<int> const&) [38]
                0.00    0.00      20/21          std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::end() [121]
-----------------------------------------------
                0.01    0.06 1578990/1578990     float* std::__copy_move_a2<false, float*, float*>(float*, float*, float*) [17]
[21]     1.2    0.01    0.06 1578990         float* std::__copy_move_a<false, float*, float*>(float*, float*, float*) [21]
                0.06    0.00 1578990/1578990     float* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*) [23]
-----------------------------------------------
                0.00    0.01  263165/1052660     std::vector<float, std::allocator<float> >::push_back(float const&) [8]
                0.01    0.04  789495/1052660     std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [9]
[22]     1.2    0.01    0.06 1052660         __gnu_cxx::new_allocator<float>::construct(float*, float const&) [22]
                0.06    0.00 1052660/1840120     operator new(unsigned long, void*) [16]
-----------------------------------------------
                0.06    0.00 1578990/1578990     float* std::__copy_move_a<false, float*, float*>(float*, float*, float*) [21]
[23]     1.0    0.06    0.00 1578990         float* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*) [23]
-----------------------------------------------
                0.00    0.00  263169/15018046     process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
                0.06    0.00 14754877/15018046     boundarypt(cv::Point_<int>, int, int) [7]
[24]     1.0    0.06    0.00 15018046         cv::Point_<int>::Point_(int, int) [24]
-----------------------------------------------
                0.00    0.05      20/20          std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::push_back(cv::Point_<int> const&) [20]
[25]     0.9    0.00    0.05      20         std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int> const&) [25]
                0.00    0.05      40/40          cv::Point_<int>* std::__uninitialized_move_a<cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> > >(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> >&) [29]
                0.00    0.00      20/263169      __gnu_cxx::new_allocator<cv::Point_<int> >::construct(cv::Point_<int>*, cv::Point_<int> const&) [38]
                0.00    0.00      60/61          std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_get_Tp_allocator() [115]
                0.00    0.00      40/1052756     __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::base() const [74]
                0.00    0.00      20/20          std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_check_len(unsigned long, char const*) const [127]
                0.00    0.00      20/21          std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::begin() [122]
                0.00    0.00      20/263188      __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::difference_type __gnu_cxx::operator-<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&) [93]
                0.00    0.00      20/20          std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_allocate(unsigned long) [128]
                0.00    0.00      20/21          void std::_Destroy<cv::Point_<int>*, cv::Point_<int> >(cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> >&) [124]
                0.00    0.00      20/21          std::_Vector_base<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_deallocate(cv::Point_<int>*, unsigned long) [120]
-----------------------------------------------
                0.01    0.04      40/40          cv::Point_<int>* std::uninitialized_copy<cv::Point_<int>*, cv::Point_<int>*>(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*) [27]
[26]     0.9    0.01    0.04      40         cv::Point_<int>* std::__uninitialized_copy<false>::uninitialized_copy<cv::Point_<int>*, cv::Point_<int>*>(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*) [26]
                0.01    0.03  524287/524287      void std::_Construct<cv::Point_<int>, cv::Point_<int> >(cv::Point_<int>*, cv::Point_<int> const&) [32]
-----------------------------------------------
                0.00    0.05      40/40          cv::Point_<int>* std::__uninitialized_copy_a<cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int> >(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> >&) [28]
[27]     0.9    0.00    0.05      40         cv::Point_<int>* std::uninitialized_copy<cv::Point_<int>*, cv::Point_<int>*>(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*) [27]
                0.01    0.04      40/40          cv::Point_<int>* std::__uninitialized_copy<false>::uninitialized_copy<cv::Point_<int>*, cv::Point_<int>*>(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*) [26]
-----------------------------------------------
                0.00    0.05      40/40          cv::Point_<int>* std::__uninitialized_move_a<cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> > >(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> >&) [29]
[28]     0.9    0.00    0.05      40         cv::Point_<int>* std::__uninitialized_copy_a<cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int> >(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> >&) [28]
                0.00    0.05      40/40          cv::Point_<int>* std::uninitialized_copy<cv::Point_<int>*, cv::Point_<int>*>(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*) [27]
-----------------------------------------------
                0.00    0.05      40/40          std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int> const&) [25]
[29]     0.9    0.00    0.05      40         cv::Point_<int>* std::__uninitialized_move_a<cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> > >(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> >&) [29]
                0.00    0.05      40/40          cv::Point_<int>* std::__uninitialized_copy_a<cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int> >(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*, std::allocator<cv::Point_<int> >&) [28]
-----------------------------------------------
                0.00    0.00  526336/15281213     void std::swap<cv::Point_<int> >(cv::Point_<int>&, cv::Point_<int>&) [57]
                0.05    0.00 14754877/15281213     nearestNeighbors(cv::Point_<int>, cv::Mat, cv::Mat_<unsigned char>&, std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >&) [4]
[30]     0.9    0.05    0.00 15281213         cv::Point_<int>::operator=(cv::Point_<int> const&) [30]
-----------------------------------------------
                0.03    0.02  263165/263165      mvl(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char) [3]
[31]     0.8    0.03    0.02  263165         mean(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&) [31]
                0.01    0.00 1315825/20630432     std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::size() const [10]
                0.00    0.00 2105320/245291000     std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::operator[](unsigned long) const [6]
-----------------------------------------------
                0.01    0.03  524287/524287      cv::Point_<int>* std::__uninitialized_copy<false>::uninitialized_copy<cv::Point_<int>*, cv::Point_<int>*>(cv::Point_<int>*, cv::Point_<int>*, cv::Point_<int>*) [26]
[32]     0.7    0.01    0.03  524287         void std::_Construct<cv::Point_<int>, cv::Point_<int> >(cv::Point_<int>*, cv::Point_<int> const&) [32]
                0.03    0.00  524287/1840120     operator new(unsigned long, void*) [16]
                0.00    0.00  524287/18963489     cv::Point_<int>::Point_(cv::Point_<int> const&) [18]
-----------------------------------------------
                0.02    0.02  789495/789495      std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [9]
[33]     0.6    0.02    0.02  789495         std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [33]
                0.01    0.00 3157980/3157980     std::vector<float, std::allocator<float> >::size() const [40]
                0.00    0.01 1578990/1578990     std::vector<float, std::allocator<float> >::max_size() const [53]
                0.00    0.00  789495/789515      unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [83]
-----------------------------------------------
                0.03    0.00 1052660/1052660     nearestNeighbors(cv::Point_<int>, cv::Mat, cv::Mat_<unsigned char>&, std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >&) [4]
[34]     0.5    0.03    0.00 1052660         dist(cv::Point_<int>, cv::Point_<int>) [34]
-----------------------------------------------
                0.00    0.02       1/1           process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
[35]     0.4    0.00    0.02       1         void std::random_shuffle<__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >) [35]
                0.01    0.00  263170/263170      bool __gnu_cxx::operator!=<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&) [43]
                0.01    0.00  263168/263168      __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::operator++() [44]
                0.00    0.00  263168/263168      void std::iter_swap<__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >) [58]
                0.00    0.00  263169/263169      __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::operator+(long const&) const [97]
                0.00    0.00  263168/263188      __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::difference_type __gnu_cxx::operator-<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&) [93]
-----------------------------------------------
                0.01    0.01 4736970/4736970     float* std::__copy_move_a2<false, float*, float*>(float*, float*, float*) [17]
[36]     0.3    0.01    0.01 4736970         std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*) [36]
                0.01    0.00 4736970/7894950     std::_Iter_base<float*, false>::_S_base(float*) [39]
-----------------------------------------------
                0.00    0.02  263165/263165      mvl(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char) [3]
[37]     0.3    0.00    0.02  263165         variance(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, float) [37]
                0.01    0.00 1315825/20630432     std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::size() const [10]
                0.00    0.00 2105320/245291000     std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::operator[](unsigned long) const [6]
                0.00    0.00 1052660/1052660     std::pow(float, int) [80]
-----------------------------------------------
                0.00    0.00      20/263169      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int> const&) [25]
                0.00    0.02  263149/263169      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::push_back(cv::Point_<int> const&) [20]
[38]     0.3    0.00    0.02  263169         __gnu_cxx::new_allocator<cv::Point_<int> >::construct(cv::Point_<int>*, cv::Point_<int> const&) [38]
                0.01    0.00  263169/1840120     operator new(unsigned long, void*) [16]
                0.00    0.00  263169/18963489     cv::Point_<int>::Point_(cv::Point_<int> const&) [18]
-----------------------------------------------
                0.00    0.00 3157980/7894950     std::_Miter_base<float*>::iterator_type std::__miter_base<float*>(float*) [55]
                0.01    0.00 4736970/7894950     std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*) [36]
[39]     0.2    0.01    0.00 7894950         std::_Iter_base<float*, false>::_S_base(float*) [39]
-----------------------------------------------
                0.01    0.00 3157980/3157980     std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [33]
[40]     0.2    0.01    0.00 3157980         std::vector<float, std::allocator<float> >::size() const [40]
-----------------------------------------------
                0.01    0.00  789495/789495      std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [42]
[41]     0.2    0.01    0.00  789495         __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [41]
                0.00    0.00  789495/2368485     __gnu_cxx::new_allocator<float>::max_size() const [71]
-----------------------------------------------
                0.00    0.01  789495/789495      std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [9]
[42]     0.2    0.00    0.01  789495         std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [42]
                0.01    0.00  789495/789495      __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [41]
-----------------------------------------------
                0.01    0.00  263170/263170      void std::random_shuffle<__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >) [35]
[43]     0.2    0.01    0.00  263170         bool __gnu_cxx::operator!=<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&) [43]
